# OGLE ID        MOA ID	  RA (J2000)	  Dec(J2000)	 Tmax[HJD]    Tmax[UTC]   Talert[HJD]     Talert[UTC]  DeltaT[d]    tE[d]    Umin    Amax   Ibase[mag]   I0[mag]   
OGLE-2015-BLG-0992  None  18:06:18.46  -28:32:05.8  2457152.236654  2015-05-09.75  None  None  None  19.486316  0.078397  12.785  23.0254  20.25864
OGLE-2015-BLG-0993  None  18:06:34.05  -28:49:51.0  2457158.644911  2015-05-16.17  None  None  None  37.272470  0.052653  19.012  23.4126  20.21498
OGLE-2015-BLG-0994  None  17:36:47.79  -27:11:34.6  2457154.140999  2015-05-13.97  None  None  None  11.316225  0.249471  4.1014  21.8584  20.32602
OGLE-2015-BLG-0995  None  17:52:20.74  -30:27:18.8  2457176.567747  2015-06-02.45  None  None  None  76.848505  0.284559  3.62  20.5239  19.12707
OGLE-2015-BLG-0996  None  17:52:09.18  -30:24:36.3  2457147.873579  2015-05-03.67  None  None  None  39.524295  1.309262  1.1867  19.1661  18.98025
OGLE-2015-BLG-0997  None  17:50:02.55  -33:45:39.3  2457199.444499  2015-06-27.96  None  None  None  102.020997  0.267108  3.8432  21.2538  19.79204
OGLE-2015-BLG-0998  None  17:50:11.94  -33:00:16.5  2457151.738573  2015-05-09.43  None  None  None  9.287108  0.241857  4.2248  20.8756  19.31107
OGLE-2015-BLG-0999  None  17:56:10.87  -29:24:06.5  2457155.030166  2015-05-12.52  None  None  None  60.495632  0.014271  70.0775  23.0144  18.40050
OGLE-2015-BLG-1000  None  17:56:22.23  -28:43:29.4  2457158.735979  2015-05-16.25  None  None  None  7.721456  0.099240  10.1138  21.5167  19.00446
OGLE-2015-BLG-1001  None  18:04:49.89  -28:48:37.7  2457154.839127  2015-05-14.22  None  None  None  0.791231  0.518050  2.1194  18.8422  18.02666
OGLE-2015-BLG-1002  None  18:08:14.14  -28:58:51.9  2457184.117202  2015-06-11.17  None  None  None  68.828250  0.307978  3.3614  20.5216  19.20529
OGLE-2015-BLG-1003  None  17:53:33.52  -31:12:34.0  2457157.962108  2015-05-22.76  None  None  None  82.220068  0.045497  21.9965  23.0259  19.66998
OGLE-2015-BLG-1004  None  17:52:20.73  -30:27:18.8  2457172.785286  2015-05-31.08  None  None  None  81.719252  0.227282  4.4846  20.6735  19.04423
OGLE-2015-BLG-1005  None  17:50:27.19  -30:40:17.8  2457158.415007  2015-05-17.27  None  None  None  7.685579  1.809809  1.0807  17.9621  17.87782
OGLE-2015-BLG-1006  None  17:49:31.48  -32:49:37.5  2457155.215929  2015-05-12.60  None  None  None  69.458121  0.032946  30.3651  23.177  19.47109
OGLE-2015-BLG-1007  None  17:46:17.38  -33:59:24.2  2457206.504  2015-07-03.00  None  None  None  37.299  0.860  1.463  None  18.157
OGLE-2015-BLG-1008  None  17:41:02.23  -27:53:24.0  2457154.205028  2015-05-11.24  None  None  None  21.155668  0.219025  4.6474  21.8425  20.17448
OGLE-2015-BLG-1009  None  17:58:58.63  -31:28:58.4  2457141.201988  2015-05-06.01  None  None  None  11.468348  0.183350  5.5226  21.9696  20.11422
OGLE-2015-BLG-1010  None  17:52:35.57  -29:43:31.2  2457160.671106  2015-05-19.47  None  None  None  194.571310  0.002341  427.1688  25.634  19.05748
OGLE-2015-BLG-1011  None  18:00:38.63  -27:47:58.5  2457156.117225  2015-05-13.51  None  None  None  119.685222  0.003595  278.1655  22.4947  16.38396
OGLE-2015-BLG-1012  None  17:55:12.62  -30:55:15.9  2457155.823643  2015-05-18.30  None  None  None  1.691056  0.077573  12.9202  22.6016  19.82344
OGLE-2015-BLG-1013  None  17:59:46.35  -32:05:59.5  2457168.108799  2015-05-25.94  None  None  None  67.789478  0.023616  42.353  23.987  19.91983
OGLE-2015-BLG-1014  None  17:58:24.87  -33:39:21.9  2457161.781767  2015-05-20.23  None  None  None  20.085501  1.076845  1.2917  18.7958  18.51792
OGLE-2015-BLG-1015  None  18:00:38.63  -27:47:58.5  2457156.102796  2015-05-13.43  None  None  None  15.993011  0.021861  45.7518  20.5593  16.40832
OGLE-2015-BLG-1016  None  18:03:53.90  -31:08:25.3  2457177.85762  2015-06-03.67  None  None  None  48.594947  0.590636  1.907  18.5729  17.87199
OGLE-2015-BLG-1017  None  18:10:53.55  -27:38:05.5  2457156.62283  2015-05-14.63  None  None  None  6.300867  0.535174  2.0635  20.2388  19.45230
OGLE-2015-BLG-1018  None  18:10:30.72  -25:05:18.2  2457168.618948  2015-05-26.11  None  None  None  39.748672  0.075836  13.2148  22.2838  19.48111
OGLE-2015-BLG-1019  None  17:43:04.06  -34:33:39.8  2457205.406052  2015-07-04.24  None  None  None  112.217541  0.323538  3.2109  19.9222  18.65561
OGLE-2015-BLG-1020  None  17:32:12.10  -29:46:54.2  2457184.024736  2015-06-10.41  None  None  None  62.134326  0.174122  5.8082  19.0988  17.18866
OGLE-2015-BLG-1021  None  17:16:31.47  -29:46:55.6  2457154.364638  2015-05-13.12  None  None  None  29.597960  0.805256  1.5255  20.2595  19.80096
OGLE-2015-BLG-1022  None  17:48:15.52  -33:01:56.2  2457170.814167  2015-05-28.83  None  None  None  46.555302  2.008607  1.0599  15.9022  15.83905
OGLE-2015-BLG-1023  None  17:56:01.00  -30:47:56.4  2457156.736869  2015-05-14.24  None  None  None  35.384446  0.035938  27.8392  23.6447  20.03308
OGLE-2015-BLG-1024  None  17:57:44.38  -32:15:40.6  2457155.872162  2015-05-13.34  None  None  None  27.800564  0.098838  10.1546  22.7455  20.22889
OGLE-2015-BLG-1025  None  17:56:20.56  -31:12:54.0  2457154.161941  2015-05-11.67  None  None  None  21.845814  0.051607  19.3966  23.341  20.12166
OGLE-2015-BLG-1026  None  17:51:15.74  -28:02:38.2  2457156.788136  2015-05-17.90  None  None  None  2.263867  1.403818  1.1576  16.7179  16.55904
OGLE-2015-BLG-1027  None  17:52:40.71  -29:55:35.4  2457156.28225  2015-05-13.77  None  None  None  18.522995  0.024994  40.019  22.5849  18.57921
OGLE-2015-BLG-1028  None  17:51:10.96  -29:52:44.1  2457166.278897  2015-05-22.40  None  None  None  30.986869  0.282413  3.646  20.1612  18.75668
OGLE-2015-BLG-1029  None  17:56:39.00  -32:03:44.7  2457154.770665  2015-05-26.47  None  None  None  16.742233  0.969666  1.3642  19.644  19.30683
OGLE-2015-BLG-1030  None  17:56:59.93  -31:29:21.9  2457160.188593  2015-05-16.48  None  None  None  18.494730  0.671150  1.7307  20.7076  20.11205
OGLE-2015-BLG-1031  None  18:01:06.91  -27:57:06.2  2457158.416368  2015-05-15.94  None  None  None  6.489889  0.257489  3.9796  20.1367  18.63710
OGLE-2015-BLG-1032  None  18:01:32.70  -32:08:58.7  2457168.48262  2015-05-26.28  None  None  None  26.250975  0.597924  1.8888  19.7473  19.05681
OGLE-2015-BLG-1033  None  18:11:57.02  -27:50:13.6  2457155.448582  2015-05-12.87  None  None  None  8.207263  0.832474  1.4933  18.3076  17.87229
OGLE-2015-BLG-1034  None  18:10:53.55  -27:38:05.5  2457157.009314  2015-05-14.56  None  None  None  6.655225  0.471721  2.2928  19.9715  19.07055
OGLE-2015-BLG-1035  None  18:15:49.74  -27:06:28.0  2457171.117041  2015-05-28.89  None  None  None  27.683404  1.433924  1.1494  17.4999  17.34868
OGLE-2015-BLG-1036  None  18:16:00.41  -28:11:46.3  2457163.414242  2015-05-20.91  None  None  None  45.706161  0.148048  6.81  20.1116  18.02876
OGLE-2015-BLG-1037  None  18:14:15.92  -25:16:58.8  2457150.334362  2015-05-11.49  None  None  None  26.101761  0.831839  1.494  20.0726  19.63677
OGLE-2015-BLG-1038  None  17:49:00.04  -23:30:23.7  2457150.80682  2015-05-08.32  None  None  None  8.058888  0.237110  4.3059  21.7521  20.16698
OGLE-2015-BLG-1039  None  17:51:30.50  -29:59:53.5  2457156.860571  2015-05-14.36  None  None  None  3.976762  0.025693  38.9307  24.3222  20.34642
OGLE-2015-BLG-1040  None  17:51:34.75  -32:19:52.6  2457156.992016  2015-05-14.61  None  None  None  36.283024  0.123553  8.14  22.3342  20.05769
OGLE-2015-BLG-1041  None  17:36:45.97  -23:49:58.3  2457148.020129  2015-05-05.59  None  None  None  35.319496  0.121581  8.2705  22.5512  20.25739
OGLE-2015-BLG-1042  None  17:50:48.11  -35:09:07.5  2457160.661633  2015-05-22.36  None  None  None  18.961737  1.451370  1.145  18.3567  18.20968
OGLE-2015-BLG-1043  None  17:51:08.94  -34:57:04.5  2457154.120145  2015-05-14.01  None  None  None  10.260540  0.684108  1.7067  18.4246  17.84420
OGLE-2015-BLG-1044  None  17:59:04.18  -28:36:51.7  2457157.777262  2015-05-15.28  None  None  None  0.175254  0.508819  2.1512  20.2911  19.45936
OGLE-2015-BLG-1045  None  18:00:36.19  -30:42:25.7  2457156.411988  2015-05-14.13  None  None  None  1.931392  0.834115  1.4914  19.8862  19.45223
OGLE-2015-BLG-1046  None  17:58:55.16  -35:43:51.4  2457157.484097  2015-06-08.53  None  None  None  15.969221  1.323224  1.1821  18.551  18.36946
OGLE-2015-BLG-1047  None  18:05:13.96  -28:28:25.8  2457157.690023  2015-05-15.19  None  None  None  0.213402  0.570427  1.9601  19.1532  18.42248
OGLE-2015-BLG-1048  None  18:02:13.19  -28:16:17.8  2457157.722483  2015-05-16.69  None  None  None  1.220094  0.315879  3.283  20.7319  19.44117
OGLE-2015-BLG-1049  None  18:03:21.59  -33:59:27.6  2457159.908431  2015-05-18.28  None  None  None  36.298213  0.011134  89.8192  24.0112  19.12775
OGLE-2015-BLG-1050  None  18:08:56.08  -31:06:11.2  2457158.958999  2015-05-16.62  None  None  None  21.769114  0.226459  4.5003  18.0617  16.42858
OGLE-2015-BLG-1051  None  17:45:28.01  -34:00:35.4  2457157.65562  2015-05-15.85  None  None  None  6.861872  0.154327  6.5375  21.5709  19.53238
OGLE-2015-BLG-1052  None  17:42:58.21  -34:54:30.0  2457153.254955  2015-06-03.52  None  None  None  14.779042  0.746647  1.6045  20.4155  19.90213
OGLE-2015-BLG-1053  None  17:42:16.29  -34:43:32.7  2457160.616631  2015-05-18.13  None  None  None  20.181363  0.096726  10.3747  23.157  20.61705
OGLE-2015-BLG-1054  None  17:41:34.08  -34:20:07.8  2457161.81709  2015-05-19.44  None  None  None  23.265759  0.365821  2.8689  21.1185  19.97417
OGLE-2015-BLG-1055  None  17:41:11.16  -34:11:53.4  2457159.639747  2015-05-17.80  None  None  None  26.198963  0.487141  2.2311  20.8633  19.99200
OGLE-2015-BLG-1056  None  17:51:13.56  -22:00:34.6  2457156.918985  2015-05-14.82  None  None  None  15.270876  0.422148  2.5243  20.8253  19.81991
OGLE-2015-BLG-1057  None  17:51:30.05  -23:06:44.3  2457174.24863  2015-05-31.93  None  None  None  28.799715  0.152965  6.5947  20.8544  18.80642
OGLE-2015-BLG-1058  None  17:46:12.90  -27:09:47.9  2457161.012655  2015-05-18.21  None  None  None  17.969185  0.344489  3.0305  21.4266  20.22278
OGLE-2015-BLG-1059  None  17:34:10.68  -29:19:31.3  2457157.10595  2015-05-14.65  None  None  None  55.546236  0.029988  33.3579  21.2506  17.44264
OGLE-2015-BLG-1060  None  17:37:26.56  -33:35:45.1  2457161.780066  2015-05-19.45  None  None  None  38.141851  0.361934  2.8968  21.5857  20.43085
OGLE-2015-BLG-1061  None  17:40:56.10  -26:55:58.1  2457172.260953  2015-05-29.17  None  None  None  22.484469  0.840557  1.4842  18.1617  17.73301
OGLE-2015-BLG-1062  None  17:55:20.39  -29:31:01.5  2457157.959733  2015-05-15.65  None  None  None  7.704637  0.093654  10.7127  22.6929  20.11818
OGLE-2015-BLG-1063  None  17:56:22.20  -28:43:29.2  2457158.754018  2015-05-16.25  None  None  None  10.262922  0.063253  15.8332  23.1949  20.19598
OGLE-2015-BLG-1064  None  17:36:32.78  -27:00:48.6  2457158.249933  2015-05-15.77  None  None  None  7.369517  0.020566  48.6317  24.4174  20.20008
OGLE-2015-BLG-1065  None  17:53:13.35  -28:34:03.3  2457159.092341  2015-06-09.96  None  None  None  39.221496  1.151368  1.2516  19.2757  19.03197
OGLE-2015-BLG-1066  None  17:58:08.27  -27:51:40.6  2457164.119583  2015-05-21.41  None  None  None  21.762155  0.122191  8.2297  21.9922  19.70370
OGLE-2015-BLG-1067  None  18:01:40.48  -27:49:14.4  2457158.410321  2015-05-15.93  None  None  None  35.150167  0.148010  6.8117  22.2494  20.16623
OGLE-2015-BLG-1068  None  17:38:15.32  -35:33:08.4  2457168.930524  2015-05-26.43  None  None  None  10.124517  0.134624  7.4785  19.104  16.91944
OGLE-2015-BLG-1069  None  17:34:54.95  -26:49:54.5  2457180.356573  2015-06-08.69  None  None  None  164.804636  0.116249  8.6458  22.2267  19.88473
OGLE-2015-BLG-1070  None  17:29:26.15  -29:35:45.6  2457159.488987  2015-06-04.01  None  None  None  43.704936  0.025076  39.8882  21.654  17.65191
OGLE-2015-BLG-1071  None  17:46:35.69  -20:50:34.4  2457164.915317  2015-05-22.05  None  None  None  18.712366  0.787778  1.5476  19.3487  18.87463
OGLE-2015-BLG-1072  None  17:45:21.61  -22:58:30.1  2457160.097052  2015-05-17.49  None  None  None  35.673962  0.154104  6.5468  22.6996  20.65958
OGLE-2015-BLG-1073  None  17:57:33.41  -28:35:36.2  2457160.673445  2015-05-18.09  None  None  None  10.734800  0.129873  7.7484  21.3238  19.10076
OGLE-2015-BLG-1074  None  18:02:06.49  -26:53:45.9  2457161.934614  2015-05-19.26  None  None  None  12.189731  0.256775  3.9901  21.6677  20.16527
OGLE-2015-BLG-1075  None  18:04:46.54  -28:31:34.8  2457173.961  2015-06-14.71  None  None  None  7.707  0.000  19171.3  None  16.445
OGLE-2015-BLG-1076  None  18:02:58.75  -32:51:13.3  2457203.644426  2015-06-30.16  None  None  None  49.725059  0.003331  300.2114  24.553  18.35943
OGLE-2015-BLG-1077  None  18:17:54.74  -22:59:33.4  2457201.024517  2015-06-27.53  None  None  None  61.279556  0.191067  5.3051  20.5219  18.71020
OGLE-2015-BLG-1078  None  18:17:36.25  -22:37:04.9  2457154.692307  2015-05-12.17  None  None  None  10.717801  0.129571  7.7663  22.0345  19.80895
OGLE-2015-BLG-1079  None  18:16:56.10  -25:46:52.2  2457151.864392  2015-05-10.91  None  None  None  41.727385  1.728657  1.0916  17.0971  17.00193
OGLE-2015-BLG-1080  None  18:15:09.67  -24:07:24.7  2457160.693329  2015-05-22.57  None  None  None  16.242909  0.977834  1.358  19.3346  19.00234
OGLE-2015-BLG-1081  None  17:45:42.08  -34:00:05.6  2457171.00622  2015-06-13.38  None  None  None  50.138686  1.123378  1.2658  19.1318  18.87581
OGLE-2015-BLG-1082  None  17:25:32.94  -29:20:14.9  2457177.154108  2015-06-03.91  None  None  None  40.115114  0.825069  1.5018  19.4076  18.96604
OGLE-2015-BLG-1083  None  18:02:51.42  -26:42:11.7  2457165.746967  2015-05-23.37  None  None  None  18.658383  0.500048  2.1826  19.5816  18.73419
OGLE-2015-BLG-1084  None  18:04:35.14  -26:10:04.9  2457181.444475  2015-06-08.01  None  None  None  17.764441  0.312649  3.3145  18.3432  17.04215
OGLE-2015-BLG-1085  None  17:34:47.93  -28:01:23.5  2457147.550875  2015-05-03.52  None  None  None  47.006367  0.752174  1.5964  19.9915  19.48361
OGLE-2015-BLG-1086  None  17:55:23.78  -31:26:37.2  2457160.034213  2015-05-17.34  None  None  None  31.303417  0.205924  4.933  22.2197  20.48689
OGLE-2015-BLG-1087  None  17:22:23.05  -28:27:36.7  2457158.250852  2015-05-15.55  None  None  None  27.307379  0.201946  5.0272  21.9694  20.21608
OGLE-2015-BLG-1088  None  18:03:42.58  -27:43:13.4  2457161.141798  2015-05-18.59  None  None  None  4.620958  0.788435  1.5467  19.8441  19.37056
OGLE-2015-BLG-1089  None  18:04:59.73  -27:24:15.0  2457160.136738  2015-05-19.78  None  None  None  3.502458  0.503710  2.1694  20.915  20.07418
OGLE-2015-BLG-1090  None  18:04:20.85  -27:29:34.9  2457174.892039  2015-05-31.69  None  None  None  162.198735  0.026557  37.6648  22.5026  18.56278
OGLE-2015-BLG-1091  None  18:04:21.69  -28:35:31.9  2457172.643065  2015-05-30.17  None  None  None  17.467809  0.088070  11.3876  21.3283  18.68718
OGLE-2015-BLG-1092  None  18:03:24.16  -30:12:35.2  2457177.231868  2015-06-03.61  None  None  None  14.035311  1.083519  1.2878  17.9974  17.72272
OGLE-2015-BLG-1093  None  18:02:53.05  -30:08:31.2  2457164.903507  2015-05-24.30  None  None  None  13.158585  0.589605  1.9096  20.1452  19.44289
OGLE-2015-BLG-1094  None  18:16:35.76  -26:38:00.8  2457166.449143  2015-05-23.60  None  None  None  16.162407  1.460792  1.1426  16.1782  16.03339
OGLE-2015-BLG-1095  None  17:50:46.53  -32:42:29.4  2457175.569245  2015-06-02.07  None  None  None  35.064752  0.008187  122.1479  24.6394  19.42219
OGLE-2015-BLG-1096  None  17:51:29.36  -32:09:13.3  2457186.009701  2015-06-12.66  None  None  None  19.816736  0.179710  5.6317  20.3597  18.48307
OGLE-2015-BLG-1097  None  17:30:02.63  -29:28:00.8  2457150.637143  2015-05-07.19  None  None  None  18.159037  1.864270  1.0742  17.3597  17.28201
OGLE-2015-BLG-1098  None  17:31:46.96  -29:04:38.5  2457158.978022  2015-05-16.48  None  None  None  2.797237  0.970086  1.3639  18.3257  17.98874
OGLE-2015-BLG-1099  None  17:42:44.70  -21:45:21.6  2457159.672555  2015-05-17.18  None  None  None  12.312989  0.015430  64.8146  23.1677  18.63850
OGLE-2015-BLG-1100  None  17:34:40.57  -29:53:06.7  2457181.926075  2015-06-08.44  None  None  None  21.990157  0.079243  12.6491  21.9722  19.21703
OGLE-2015-BLG-1101  None  17:52:21.86  -29:17:04.3  2457160.643022  2015-05-18.13  None  None  None  1.873712  0.101304  9.9092  22.7203  20.23016
OGLE-2015-BLG-1102  None  18:05:06.46  -33:06:19.0  2457157.360528  2015-05-14.86  None  None  None  20.146825  0.288917  3.5686  21.5451  20.16383
OGLE-2015-BLG-1103  None  17:51:18.67  -30:54:40.9  2457165.319973  2015-05-22.73  None  None  None  21.471892  0.239941  4.2571  21.7163  20.14353
OGLE-2015-BLG-1104  None  17:43:22.93  -25:15:56.3  2457158.680966  2015-05-16.21  None  None  None  36.776451  0.013947  71.7052  24.7219  20.08303
OGLE-2015-BLG-1105  None  17:55:10.45  -31:07:58.2  2457165.915059  2015-05-24.36  None  None  None  16.804524  0.617652  1.842  19.4642  18.80094
OGLE-2015-BLG-1106  None  18:01:03.87  -27:30:46.4  2457203.380727  2015-06-29.45  None  None  None  49.184011  0.523476  2.1013  19.176  18.36976
OGLE-2015-BLG-1107  None  18:01:07.30  -29:09:36.9  2457163.930107  2015-05-30.42  None  None  None  74.533332  0.045365  22.0604  22.1155  18.75644
OGLE-2015-BLG-1108  None  18:00:59.09  -28:13:26.0  2457220.046999  2015-07-08.75  None  None  None  110.016430  0.687204  1.7012  20.8317  20.25486
OGLE-2015-BLG-1109  None  18:00:51.14  -30:38:42.5  2457167.705044  2015-05-27.22  None  None  None  48.898200  0.541064  2.0452  18.3361  17.55922
OGLE-2015-BLG-1110  None  18:04:00.38  -32:05:01.3  2457166.751547  2015-05-24.55  None  None  None  15.103656  0.490437  2.2185  20.3037  19.43856
OGLE-2015-BLG-1111  None  18:12:16.70  -22:18:09.8  2457161.644489  2015-05-20.12  None  None  None  23.444793  0.174148  5.8073  22.5299  20.61992
OGLE-2015-BLG-1112  None  18:14:08.46  -25:28:58.0  2457172.257092  2015-05-30.63  None  None  None  14.232757  0.408216  2.6002  18.881  17.84349
OGLE-2015-BLG-1113  None  17:37:06.53  -27:17:56.7  2457196.657265  2015-06-23.16  None  None  None  31.397333  0.266476  3.8519  20.414  18.94980
OGLE-2015-BLG-1114  None  17:28:51.45  -28:33:28.2  2457167.332609  2015-05-24.84  None  None  None  5.646280  0.373059  2.8185  18.5202  17.39521
OGLE-2015-BLG-1115  None  17:46:25.76  -23:45:25.7  2457162.056086  2015-05-19.67  None  None  None  11.751323  0.239644  4.2622  20.3657  18.79166
OGLE-2015-BLG-1116  None  17:57:04.23  -27:15:41.8  2457158.924107  2015-05-16.42  None  None  None  7.030951  0.030333  32.9788  23.4794  19.68386
OGLE-2015-BLG-1117  None  17:52:19.10  -28:08:01.7  2457182.664211  2015-06-09.08  None  None  None  75.178476  0.294117  3.5093  21.5806  20.21751
OGLE-2015-BLG-1118  None  17:53:18.82  -31:41:23.6  2457161.029585  2015-05-18.79  None  None  None  17.902095  0.218243  4.6635  21.8518  20.18003
OGLE-2015-BLG-1119  None  17:36:29.31  -26:40:23.4  2457162.092543  2015-05-19.66  None  None  None  54.131690  0.019688  50.7997  24.5807  20.31605
OGLE-2015-BLG-1120  None  17:45:21.61  -22:58:29.6  2457159.831337  2015-05-17.37  None  None  None  70.869318  0.070133  14.2849  23.4563  20.56907
OGLE-2015-BLG-1121  None  18:02:56.16  -29:08:58.8  2457162.757245  2015-05-20.40  None  None  None  1.066778  1.705691  1.095  17.0085  16.91002
OGLE-2015-BLG-1122  None  18:02:18.72  -31:52:59.9  2457181.475862  2015-06-07.79  None  None  None  34.934787  0.356180  2.9394  20.6344  19.46371
OGLE-2015-BLG-1123  None  18:14:35.53  -26:30:26.6  2457187.196575  2015-06-13.72  None  None  None  19.317480  0.121467  8.2782  20.3614  18.06652
OGLE-2015-BLG-1124  None  18:13:00.90  -27:31:58.3  2457182.575589  2015-06-09.00  None  None  None  16.679797  0.169734  5.955  19.1693  17.23208
OGLE-2015-BLG-1125  None  17:44:28.51  -33:48:20.3  2457178.230806  2015-06-10.27  None  None  None  4999.988193  0.000908  1101.3219  22.0225  14.41774
OGLE-2015-BLG-1126  None  17:42:03.79  -35:54:16.6  2457163.971633  2015-05-21.46  None  None  None  27.374982  0.027859  35.9055  23.7327  19.84482
OGLE-2015-BLG-1127  None  17:18:06.41  -29:31:39.2  2457213.331196  2015-07-08.91  None  None  None  53.670475  1.039526  1.3148  18.5329  18.23581
OGLE-2015-BLG-1128  None  17:42:55.21  -23:35:24.8  2457161.587004  2015-05-19.10  None  None  None  4.384224  0.661159  1.7499  19.8381  19.23051
OGLE-2015-BLG-1129  None  17:45:39.15  -27:09:36.1  2457181.618099  2015-06-08.13  None  None  None  25.882306  0.053684  18.6476  22.4025  19.22595
OGLE-2015-BLG-1130  None  18:05:51.58  -30:59:57.7  2457172.213649  2015-06-05.86  None  None  None  40.755709  0.161386  6.2567  21.2693  19.27849
OGLE-2015-BLG-1131  None  18:19:45.10  -23:17:46.6  2457162.751823  2015-05-20.24  None  None  None  5.431409  0.631270  1.8116  19.6555  19.01035
OGLE-2015-BLG-1132  None  18:18:25.57  -24:51:55.4  2457161.301095  2015-05-19.92  None  None  None  16.457450  1.041230  1.3137  18.387  18.09075
OGLE-2015-BLG-1133  None  17:37:27.93  -23:54:58.3  2457164.055892  2015-06-03.69  None  None  None  12.650966  0.645756  1.7809  20.4244  19.79776
OGLE-2015-BLG-1134  None  17:52:53.31  -23:25:32.2  2457166.437052  2015-05-23.02  None  None  None  12.483135  0.378955  2.7789  21.323  20.21335
OGLE-2015-BLG-1135  None  17:29:01.69  -29:00:42.8  2457164.074998  2015-05-21.36  None  None  None  26.415951  0.187319  5.4085  21.9908  20.15809
OGLE-2015-BLG-1136  None  17:54:13.82  -28:42:30.1  2457168.053594  2015-05-27.62  None  None  None  6.545700  0.258017  3.9718  21.1027  19.60521
OGLE-2015-BLG-1137  None  17:56:00.63  -30:49:20.7  2457164.43316  2015-05-21.98  None  None  None  6.989984  0.098123  10.228  22.1194  19.59488
OGLE-2015-BLG-1138  None  17:55:19.10  -30:11:01.8  2457165.338202  2015-05-21.11  None  None  None  38.362083  0.228549  4.4607  19.9845  18.36099
OGLE-2015-BLG-1139  None  18:00:42.63  -28:39:58.7  2457164.62723  2015-05-22.39  None  None  None  2.029488  0.850313  1.4735  16.7509  16.32996
OGLE-2015-BLG-1140  None  17:37:14.95  -22:29:14.5  2457160.286428  2015-05-17.78  None  None  None  3.268731  0.744683  1.6074  18.9804  18.46513
OGLE-2015-BLG-1141  None  17:34:32.21  -22:19:59.7  2457168.79091  2015-05-26.33  None  None  None  11.616822  0.537662  2.0557  20.5175  19.73508
OGLE-2015-BLG-1142  None  17:35:53.75  -23:50:17.9  2457169.777884  2015-05-27.27  None  None  None  56.027567  0.006839  146.2228  24.8006  19.38802
OGLE-2015-BLG-1143  None  17:25:17.05  -29:40:12.8  2457162.123058  2015-05-19.56  None  None  None  24.069706  0.153147  6.587  22.333  20.28633
OGLE-2015-BLG-1144  None  17:54:43.76  -29:22:57.7  2457169.070201  2015-05-27.73  None  None  None  6.279383  0.441474  2.4274  20.3691  19.40621
OGLE-2015-BLG-1145  None  17:57:48.25  -29:04:49.6  2457185.201768  2015-06-11.68  None  None  None  64.937075  0.029016  34.4746  20.1278  16.28404
OGLE-2015-BLG-1146  None  18:01:33.99  -27:55:29.6  2457168.228939  2015-06-06.56  None  None  None  12.758475  0.811897  1.5174  20.1028  19.65006
OGLE-2015-BLG-1147  None  18:05:30.70  -27:09:32.7  2457170.991921  2015-05-28.38  None  None  None  6.358720  0.076855  13.0403  19.8302  17.04197
OGLE-2015-BLG-1148  None  18:01:02.31  -28:41:10.0  2457178.060489  2015-06-04.56  None  None  None  11.823811  0.167743  6.0242  19.7398  17.79000
OGLE-2015-BLG-1149  None  18:06:05.70  -27:50:32.1  2457178.161533  2015-06-04.62  None  None  None  24.369620  1.308337  1.1871  17.8033  17.61712
OGLE-2015-BLG-1150  None  18:12:11.81  -25:39:42.1  2457212.362929  2015-07-08.88  None  None  None  41.599648  0.055557  18.0204  21.8966  18.75718
OGLE-2015-BLG-1151  None  18:19:53.70  -27:07:39.0  2457162.736411  2015-05-20.16  None  None  None  16.712924  0.036525  27.3922  20.3969  16.80285
OGLE-2015-BLG-1152  None  17:53:14.57  -23:15:37.1  2457162.266446  2015-05-20.36  None  None  None  20.500033  0.185737  5.4534  20.9023  19.06060
OGLE-2015-BLG-1153  None  17:37:16.27  -29:25:35.0  2457197.789863  2015-06-24.27  None  None  None  26.629682  0.330632  3.1471  19.5494  18.30458
OGLE-2015-BLG-1154  None  17:58:41.57  -29:04:20.0  2457166.224692  2015-05-23.73  None  None  None  5.807241  0.115252  8.7198  22.4457  20.09439
OGLE-2015-BLG-1155  None  17:47:11.87  -24:02:13.9  2457166.458334  2015-05-23.90  None  None  None  21.208997  0.019413  51.5192  24.3011  20.02122
OGLE-2015-BLG-1156  None  17:34:18.59  -28:30:06.8  2457164.011666  2015-05-21.83  None  None  None  39.064954  0.012853  77.8077  24.8771  20.14959
OGLE-2015-BLG-1157  None  17:52:31.21  -28:20:56.3  2457170.564013  2015-05-28.48  None  None  None  12.300852  0.419987  2.5357  21.6008  20.59050
OGLE-2015-BLG-1158  None  17:53:26.53  -30:15:58.4  2457168.01787  2015-05-27.17  None  None  None  12.687652  0.932119  1.3948  19.3774  19.01609
OGLE-2015-BLG-1159  None  17:53:17.13  -30:24:16.8  2457178.836935  2015-06-05.33  None  None  None  8.135954  1.242407  1.2114  16.5806  16.37243
OGLE-2015-BLG-1160  None  17:52:06.70  -30:10:31.5  2457167.325803  2015-05-25.40  None  None  None  163.002011  0.029726  33.6517  22.5775  18.75995
OGLE-2015-BLG-1161  None  17:50:28.41  -29:58:45.2  2457201.837824  2015-06-28.37  None  None  None  27.147681  0.438417  2.4422  18.1409  17.17144
OGLE-2015-BLG-1162  None  17:53:27.16  -29:24:43.5  2457170.64838  2015-05-28.31  None  None  None  3.884496  1.499881  1.1334  18.1296  17.99363
OGLE-2015-BLG-1163  None  17:49:20.81  -33:47:24.5  2457166.498189  2015-05-24.17  None  None  None  7.299345  0.568044  1.9667  20.3115  19.57721
